103|AVG_res,104|AVG_res,106|AVG_res,107|AVG_res,103|SIGMA,104|SIGMA,106|SIGMA,107|SIGMA,y
-13.107373765431932,-26.929116450331257,-1.989219507692726,-0.734405144694162,1.4735290467518758,3.75573561010246,3.421800084242624,12.618719052754324,1
-11.224619183673441,46.70785975964124,0.8746403658539046,-3.348739495798325,2.2872282866889035,6.735938322035853,3.638690815526255,37.702577703556045,0
-15.593366197182833,0.1803781497006395,4.881862668539384,0.23750000000018126,0.9692836624307404,4.592885137632269,6.043880780838866,10.952537465042136,1
-7.468686771300557,-2.7273127523585052,1.2395731390130305,-0.831415929203674,0.9116385833503713,4.2708724981637705,6.0188206765603125,8.958360671959863,1
-7.997501015227045,-11.005359477211984,-5.2391271645568604,-3.126470588235858,2.303648797774968,1.5394730390594495,5.344933092548044,9.625239920716938,1
-8.952928640777602,-8.573080925831295,4.651807966101729,0.3526066350706306,1.2890354897028269,4.061595689989387,6.761482132058638,15.319435758335938,1
-13.249440412371767,1.5848323297414035,4.32935660493763,-7.896620278330373,2.185065807321992,1.782947461159178,4.067905131352767,10.512555977307944,1
-6.364207623318409,0.977731626865684,4.161247366072191,1.9915094339622783,1.4808944534962971,3.917547380906518,4.200172662915786,15.246568212566979,1
-10.051768678161578,2.9717698990826458,1.625817335243712,-2.67913043478302,1.2627593679227445,3.091355101308308,5.383728181693157,9.69402383319091,1
-11.240321221865544,-12.418140165517329,-6.78920820512758,-6.3097643097650025,1.3383210627127504,4.431870370895371,5.448414773583663,12.164161706054985,1
-9.828277918782533,-11.4515813404826,6.667405265821797,-2.2677261613697497,1.3511093904681364,2.2765475469489846,6.624763015822973,11.117433975441488,1
-4.1103764705887915,-12.533952963172968,6.696361093333395,0.2413223140497418,1.1388806244393437,4.056397703698929,6.115573401774164,13.881839578024088,1
-7.8457327999995,-4.433805347457595,3.0159348138292894,-2.9977961432513203,0.7617902562378419,3.61341287014458,3.9999112285061855,12.83352591434239,1
-10.753992452830063,-6.885357676767626,3.258613981191732,-3.2692307692302593,0.9535607484441796,2.5247719655108245,8.502307452251463,9.649626505153774,1
-7.961372039474553,0.7551031590105444,3.6499070163938554,-0.7365131578953908,1.3466224575991683,3.3259006340825485,7.495957511046101,9.658742291452416,1
-12.098546987951295,-3.4778635129031645,-6.167486295180083,-3.0413249211358098,1.323164022141757,3.989678339827466,5.045556532050476,8.45426801124199,1
-11.461843749999163,-11.524323666666845,-3.3950509374997186,0.9932806324106873,0.7888898986193476,2.2461862202249323,3.138235363593636,13.805479498896057,1
-11.455937837837606,-39.80650842628208,2.0314249999999023,2.324669117647202,0.8191379781436179,9.26165220568945,6.134491384766851,57.48829557019195,0
-11.886605852416777,-10.550806040322565,-0.2468573096442672,-2.8985257985261783,1.6868164194161108,4.026393703985081,3.213560967114839,12.08648831512019,1
-12.0070696369653,-8.102021219858123,-4.578941710526462,0.2802973977692337,1.3976296919286495,5.349317535805269,4.246364799100639,44.67246746224182,0
-11.289206268658518,-9.298291961783436,1.241530595238826,1.231515151514942,0.878313778430021,3.60476109443846,4.61689222654512,9.388444724972542,1
-15.869953597121594,-0.779070218749951,-7.5159330107524065,-0.8984251968506642,1.0485354550404553,5.377139065162399,6.3603206305803965,11.70806947325818,1
-7.818002432432647,-17.848685389684714,6.886258814017534,-2.098961038961077,1.3539414713006452,2.6685794260128817,7.739406228074019,10.868537301994053,1
-10.862894711538502,-3.419751763959374,6.2637778657083345,-3.503782505909728,1.7038516394796412,2.2533842732990754,6.776531779018798,9.4398386839889,1
-7.083724539877724,-10.851072983606537,2.143378134555971,-3.8833333333333253,1.6539739538146168,6.037169375883208,3.5637777917332705,7.768295143214303,1
-8.68940190476246,9.287357634920617,-8.706141895735072,-8.216836734693853,2.487988957961916,4.246367107209191,8.591342402414265,10.447292481731816,1
-12.197598429318761,-28.8239232548477,1.6948145026181027,9.196369426751742,0.791245914100272,9.560402264770982,5.442526808514832,57.14312246948711,0
-12.213170361446148,-2.161289269035534,1.9270244951936781,-3.726229508196865,1.512810453696586,1.630408241605885,2.7569430119796428,11.469517288423091,1
-11.206467228915702,0.155965382636625,5.52535900900898,-2.034883720930108,1.1179638717487497,2.330410335901291,6.130534348648668,12.202927216035116,1
-9.964615802468646,-6.6165444830287,3.0109288423642537,-1.242493638676703,0.9226620103120872,3.185727586836573,5.3904196467371746,10.970572924705248,1
-10.072311413043277,2.3030840173409914,-2.7280276693767287,2.733952254642306,6.208001197521918,3.7245639669469437,4.905022371351958,11.783567422493292,1
-11.370466336633399,0.234490540470085,5.952727530863625,-2.333882352941149,2.2518852868144434,2.2725580371432934,4.278399481247327,9.870340086816713,1
-14.100450815850765,-9.577498414215576,1.6653054883735179,-5.538374717832426,2.5273746080890604,7.439452097080129,5.754164768151355,9.397249480881433,1
-15.020123512747205,-4.629702993975861,5.99633782485921,-5.221902017290859,0.8846462876635741,3.2527995333126523,4.833592961184599,7.865288037280632,1
-8.608835548172806,-8.247474888888824,-6.775699105959576,0.4763066202092427,0.8199477740651951,2.011997069605366,3.248469148909785,7.809604738488206,1
-11.65136688741768,-98.7318168503939,1.6376221926911971,-18.2088461538458,1.3335989109897908,14.010079198867382,11.27639571421518,22.186551080712785,2
-10.852347926267154,-2.0628012402912135,3.749965471264548,-3.6731818181814324,1.0305178202361374,2.420755750891905,7.187468216788905,8.515723571163797,1
-10.130911764705617,1.6810437252474066,9.71653103286405,-0.974657534246716,0.8620486341370348,1.5467800377362413,5.41555069788622,9.850464182908173,1
-11.419211453744085,-10.195991800970738,2.4585250000008076,-1.2459459459460036,1.2635456643133862,4.1426735200595495,3.7813320179661587,12.471275838783123,1
-9.544742857142412,3.0557342286432245,16.868177933491776,0.05668202765014185,1.4136959258656905,2.4859177068724567,6.816049732446794,11.974939731624056,1
-9.227627777778707,1.4128769642856247,2.212271855421022,-2.7703529411764984,1.3979647022664865,1.615355087107951,2.4005812907826107,11.358963550487545,1
-8.548695522388698,-18.92872466560514,-2.2621215773800714,-1.8511904761905962,1.4339701399869913,2.2224712248140195,5.679969232178462,10.02579055188508,1
-9.480062039661336,-9.626748870090694,-7.969476723164008,-5.19972826086962,1.9796338579634885,2.8569180948666792,6.635470106071887,10.94411739923244,1
-12.987934123224024,-7.499780815000038,6.771134160756332,-2.7688787185355754,1.93024391700413,2.398928398973009,5.133135109957036,10.00074730584788,1
-9.5900809768641,-8.613848043478193,4.867762641025708,-3.3204938271603606,2.5967704653639907,2.752830157952032,3.441933693557637,10.584179289909793,1
-10.203124237667682,-5.901195811764605,10.76261382550388,-1.583807439825138,0.886730588076686,3.5189006918054773,2.259133417729972,15.756090452548136,1
-10.961571942445516,-23.251530484375003,1.4827843165468242,-0.3353441295541882,0.9833277510763272,5.600715673263801,7.294672175792848,58.7229333722777,0
-10.180927763495223,-3.950638313351389,-4.596149615384208,-2.621662468514273,1.8688330398944242,1.5269117539407886,3.615000398799839,11.003417020077489,1
-11.30133549488073,-4.5759178566176155,-1.9064120748299729,-3.585357142856876,0.7645763727048565,3.821319983887532,4.248261824446998,9.094066355753888,1
-9.736230969268034,-4.302730079601868,7.252778773585076,-2.127586206896696,2.1279026980277043,2.0994481554876354,4.620099248943033,8.903666329880666,1
-11.322264117646455,-4.338742213836521,3.1725848387096676,-5.3086153846152255,1.169296572902214,3.7842794334971224,5.946931905139024,8.539356214535765,1
-9.950497169811792,4.845345935810789,1.2217102194352971,0.749295774648317,0.6201200543673756,3.026334470486364,4.510056364738083,32.814333131525125,0
-12.288011538463023,-8.688138559782747,4.369279258311282,-3.6232558139532807,1.066028193425598,2.5325382758666293,2.9568847013677546,7.572056396863342,1
-6.645183557950989,7.1255768428571,9.010899892474413,-2.0835475578406917,1.4851721697798137,2.3529995717681365,4.354179285526953,7.36279913440034,1
-13.261775504322712,-4.841720742331281,2.2543779310333334,-0.7313888888891149,1.2036443641303338,1.716576059621859,3.991068600579392,15.014519927391929,1
-15.76704857142863,-94.88246671957675,-0.646831232227217,-6.04912280701785,1.4422782084482135,12.432520220998486,5.753275913931062,23.111307058049256,2
-9.564374901962085,-18.734740487179412,-2.7026049999997226,2.465669642857393,0.8199214028739621,6.221222410144839,4.389212730160264,51.820499782961136,0
-13.431205291005202,-11.075054559523867,0.9286541052632651,-3.314201183432377,1.177794066682028,7.331739188760379,4.095381815043002,12.01567079876498,1
-11.157754340836387,3.4583316344827724,6.251937660256768,-5.230599369085211,1.6623174159535907,3.525001104948612,3.7629931454095487,13.360042587149898,1
-10.881798338870794,-1.3039861571428917,2.8371978476818667,-5.493999999999802,1.287884469018057,3.096153610546879,6.046924388039036,14.834129634282878,1
-8.647214391534591,2.3670070365168536,3.8730569393140954,-13.360104986876763,1.277731273357725,3.0836590342961734,6.4511125813845664,11.873408325004258,1
-10.092697872339384,-1.4686182543641355,8.555840589623584,-1.8258064516130608,1.2870413637260385,1.3115250403666678,3.730136714017041,12.356848758555122,1
-10.001285987261328,-10.641768703071572,3.076889936507541,-3.858484848484867,1.2207484898531915,3.0376553872251297,4.210385921616539,15.264829477388865,1
-8.805018696883282,-3.5934724999999648,-0.11016180790966183,-4.181534090908712,1.6815004432305791,3.761875839680122,8.3534553615299,9.872126863475092,1
-6.255282391930674,4.4382711630767755,-0.8990950862070106,3.239644970414245,1.1778013953921518,2.471272957857712,2.5586728956921343,10.17552902662658,1
-11.562437499999081,-70.68262615873047,-1.7528114243316382,-0.5559870550160917,1.7695602683580989,6.574652932828972,5.270508995242148,18.431450871991174,2
-11.637599698796748,19.330045147909996,8.132597117117028,-3.7968652037617385,2.0128720482703497,4.970858121822031,6.105265647330488,8.87455143080515,1
-6.8666311949683605,-10.056258087837817,2.5427524764895693,-0.14528875379949358,0.8417431760911159,4.572256493916967,5.301206220478337,8.585696982506814,1
-15.069854461537263,-7.843147696369681,3.412686012269435,-4.52123076923033,1.384975294258857,4.634587385740933,5.77782634193059,8.788580467223673,1
-13.360655511811501,-11.221354188841305,5.287773843137191,7.01890756302532,1.9226384854283425,6.9017977611779004,16.198226222928962,35.90424589185742,1
-8.597175791854626,-11.674243895238126,-0.9642386907448809,-2.775000000000202,1.3287737197910872,1.929289736401896,6.941566514148778,8.394864023301858,1
-11.742289880951603,-5.276850330158779,-4.850072492581491,-1.1463492063490996,0.8977021751976091,3.54173507522834,4.808748338717589,24.74724479945686,0
-9.818163921568614,-9.926130927350483,-0.7306849609373077,-6.85333333333324,4.498601424298179,5.023250978204081,11.331132646595568,17.72451421617837,1
-3.1414349137935487,3.303246228506827,8.49686191810429,-1.5396145610280911,1.8933801673863475,2.6812568147885902,4.843712082603282,7.717556642957972,1
-9.333168095237395,-9.14524172431068,5.124320855106478,-2.5434090909085407,3.501900809178833,2.4931502934644083,4.787501683689002,9.698674367147868,1
-12.204736363636814,-48.538243981900536,4.845772839506364,5.630180180179879,1.6899937858475256,12.533229146737678,8.226258641062666,14.722508361544586,1
-12.469748129675965,-3.0270145725593474,3.421792611939963,-3.6542997542998115,1.6754442419845779,1.7039950799215149,2.7372575677537703,13.345631743708438,1
-6.9707181818166655,-2.6205334812499648,-7.585161023391608,-3.5240896358546916,2.2613669756211783,1.7702504169603508,5.519764889607828,7.468622157750734,1
-12.46620652173897,7.145086458015248,-2.6633175662656208,-2.866666666666672,2.2231877654867063,2.3131555141995803,5.048416588557378,14.413322014996009,1
-9.381511182108166,0.009468647260311087,2.679391401273845,-4.315506329113872,0.7472547078208529,2.153942503083297,4.991594269734279,9.813992928614928,1
-10.643773066201906,19.67762170676694,4.744647916666509,-2.577891156462441,1.1251838168224062,2.477710971468732,4.723901634632269,13.73844240201493,1
-12.236093656716552,-5.252807255060707,1.570789591078213,-0.8003875968992119,1.6423202364051521,4.393032668182162,2.3058080556572347,11.691226874942934,1
-11.448613120567646,5.6183466038461924,4.005714628975398,-4.710877192981911,1.2709006551187232,2.256150648817331,4.809138936521043,11.218303749545823,1
-10.102792090395496,2.1562178288288285,1.651498309859334,-3.1497142857140266,1.5832709912344878,2.9003685896982963,5.5085287356219075,10.0029157599456,1
-4.923159411765481,-15.673936981191282,7.554126480938409,-1.9630498533726959,1.0651897220223177,4.078055283932576,3.807282100263445,10.47361593103088,1
-16.684515530303546,-11.342524917355304,-1.0727675378782329,-5.4516528925623815,1.0532278737336829,4.111889744260012,3.2356423354730484,8.67134938522152,1
-10.014636250001212,7.675702506329064,-0.9369865467626807,-2.7960648148147107,1.0889543530567412,6.710732621977283,3.466434320749445,9.910177022034302,1
-13.023059999999992,-5.155486111731949,5.857085820894325,-6.259770114942399,0.855723163969469,6.531551617243784,5.494787956531834,12.243813677009609,1
-10.846946239554656,-3.0764661775148756,4.3590760000003,-1.7070028011203227,1.12469401925415,4.804353997034002,4.10360737314367,13.450963009363074,1
-7.957938068181418,-5.581112139393971,-2.033934645892142,-0.5731638418078517,1.1683249420092017,2.3220295905046133,7.618486051357158,13.628799603424586,1
-7.7154975138114406,0.7917167155425833,2.808815977960764,-2.367897727272521,1.324846273451744,5.118682967057333,5.829383027145027,18.73287763265805,1
-7.720891388889413,12.133682300884885,2.648021883656269,-2.807262569832799,1.6543867850639815,5.971592130959798,6.243796467258128,11.609351142136177,1
-10.454206073753312,-9.825016038636399,2.6105941125540575,-1.3767441860466099,1.2182856667167323,3.4854356441776764,5.904392461979727,8.119844412017848,1
-4.2203386831286,0.8239345585585288,-0.3152467213118389,-6.926339285714108,2.056796706909968,3.6929864641929275,2.9045733357530463,8.727024826600704,1
-8.172074406333424,-3.647983039215721,3.7434592875988533,-2.8794416243651986,1.1782862216648071,2.4482877246895884,5.291089812567416,9.46407745260706,1
-14.050138235292712,-0.3297404398148682,-5.874283319327676,2.1473214285714484,1.4467225857657302,6.004400632471452,3.7447805098195963,40.51608983347072,0
-9.55235454545482,-2.3421421220472896,6.189736159420365,-4.347388059701642,1.1056549767665569,4.34216680606431,4.6355222314004365,9.599338337750574,1
-10.687836363636961,-17.75299697732982,5.637511646778309,-3.5834112149538,2.3327075434604088,2.508724152581676,3.0388753358543914,8.632756122198575,1
-9.01564801136465,6.004493833333329,7.218371505681604,-2.5859649122810437,1.005268798377275,4.326563358607075,2.743903307468976,7.734519612794246,1
-7.083971895425294,0.45796444210532106,2.823262899022669,-3.55433333333349,1.5453473368626653,3.760048247589952,6.207225317965516,13.100063106716544,1
-11.19925791666651,-20.41553784018247,1.4718309958507225,1.773809523809518,1.1295216725815702,2.9414818648019923,5.146612838068343,16.136826133623238,1
-11.37017839335158,-6.876800766961345,-4.060086066481975,0.2511784511779051,0.9994147533581431,9.240009003615404,6.731189109574952,42.46006001221923,0
-8.953046899225225,-107.34857456521745,-0.5276168604650616,-11.13688888888862,1.9250708390214106,10.194431476173213,11.819611116145271,27.248407868156573,2
-15.965302672605278,-10.98872315420564,4.559553133333113,-4.39376344085997,1.6442626509919287,3.4722754150611417,2.264769118509481,13.43421486819557,1
-11.07589211267646,3.130614149700698,-1.629973033707527,-0.8623880597012855,1.251685784210688,4.690487726420393,4.116132107362355,6.313284655618743,1
-12.683139534884956,-18.657602018575837,4.625971246376819,-5.503857566765763,0.6429831079737651,3.973756773754895,3.1401719968006336,6.462746952341207,1
-14.055379459459573,-1.7659381833810432,6.187607762803054,-3.2749333333334794,1.224597069929045,5.5170150617226845,4.001977271201561,12.732675592199097,1
-12.347967924528573,-6.322406651741352,-3.052444329411627,-2.9829836829832175,1.3964657397241516,2.239503604866131,2.165680630389838,11.07648070109717,1
-11.41983578595409,-4.478997075539772,9.044046766667288,-2.1037931034485378,1.2582317507348073,2.4765789710191592,4.100086135463761,10.956846120642924,1
-8.908833620690533,-2.61202103333324,4.973541163793929,-3.917283950616708,1.986936971861566,2.762666219982336,6.946493061628916,15.50644326322975,1
-10.143745333333072,-4.007774982078731,2.3406424252493694,-1.8288025889970627,1.0149375567488446,1.8229657386680949,11.715416785167465,12.21668457490614,1
-10.591375067750048,-0.08896353448276383,0.1701198648647738,-4.788743455497638,1.367233601734679,1.6766664243874445,5.493146073460034,9.926263791195865,1
-6.664431058020682,-10.534279716911877,-3.3723805442176635,-1.3923076923076692,1.1192244481666191,2.8839373212606247,7.482912130590531,11.139953536319142,1
-11.569142995169162,-4.408545628498546,8.173445421686667,-1.5181603773586394,6.003592035422003,3.2014631885204374,3.0956175997697137,9.641982443950887,1
-12.892731500000085,-6.476401306878226,-0.2344973499997412,-2.5621951219511656,1.5051563048774053,2.6239720663623656,4.180379322946722,11.80024698515425,1
-8.857069146004958,-3.493921517543965,-0.266881895604229,-2.321052631578594,0.947199480181218,2.4238806078988206,7.018727143297191,8.975376985384784,1
-11.949069767442783,-5.358971022172951,9.486378354430714,-1.36211812627323,1.0846862662940258,1.7969526364019544,3.0360358371313048,11.428971010605744,1
-9.001806201549925,-1.4590248961749719,3.677101907216187,-3.278061224489762,0.935495319646187,4.2461757792527965,6.171206717223182,8.385234148800679,1
-14.187148178137251,-39.426139955752205,5.813215282258286,4.467848101266212,1.3433824300796986,12.281580009002452,4.7676401654487774,56.39337950243714,0
-8.752060137457649,-5.490733585185303,6.376108972602083,-4.079422382671626,1.4377572853119671,3.9637120098977907,4.455435038130795,15.503530769850476,1
-15.960155390335101,-14.025901645161385,6.279924370370054,-0.824497991967862,1.1072136516194278,1.4437902975991788,2.967006985156849,10.861592692412248,1
-8.775879012347106,-30.120444645695272,-3.733771723076531,-0.9236842105261787,0.7544506164174883,5.633699419622909,4.436438646243653,19.716066179384192,1
-8.339045000000851,-2.3782115736676475,-7.853647302053672,-2.7014084507045477,2.0376949133643287,1.7399030842485708,5.648052541182788,7.38450226599945,1
-14.1902208791214,17.10254862499979,-0.7493956830596717,-10.179393939394004,1.3976149655418673,5.866257297644553,6.584620014152297,47.03067304374139,0
-10.003924080268238,-0.1507366043165415,4.542316599999824,-1.6521885521880209,1.006959768249952,3.230817476900841,4.267453671535715,16.73220727810924,1
-10.316295798319514,2.775679464285749,3.1951477932960866,-4.0872628726287985,3.5383747899082145,2.1282337095248454,6.355409346605772,12.380848435281877,1
-12.275369801980556,-8.26808658011055,6.461714630541792,2.490760869565747,1.6356316417408494,4.438455003218123,6.557212982721082,15.2839989713138,1
-10.563923821990327,1.3466425333333607,-6.972273185378529,-2.7265463917520947,1.1175470981395064,2.052234040313185,3.2632288614331184,9.974289503086643,1
-9.145501712328953,-16.43832595940949,-4.696637133105468,-0.848867313915775,1.6304952367886685,3.086366104951858,14.690295539966268,18.071071100678623,1
-13.549262139918484,-12.898768734234272,2.3321782377047358,-2.496837944664205,2.2490321066337877,4.037944132481532,6.624402899596998,12.340258266698251,1
-9.864422023810446,-2.0116556273884854,4.220865727002433,0.15641791044777398,1.292562219801643,6.195490437173207,4.152286123157757,10.192894628252294,1
-11.47252629629861,6.132702606425781,3.4988332103318944,-5.029045643153725,1.4008162125319097,3.430621147544401,6.6565386842630625,33.939132814031346,0
-10.068602105263611,-4.1677355795454885,2.778485034965226,-3.895501730103886,1.5223599786162512,4.31361292654424,3.995925976967664,9.545924114253468,1
-10.693520151133498,-4.201587300531893,2.2646307286431697,-0.7849382716050273,1.845405158963573,1.3547905420206467,4.064030609838135,10.383998319425954,1
-9.858053545231764,-6.367846729381451,5.596212926829251,-1.2741116751265025,1.162508412073742,4.271969942187757,4.710813758255479,11.38460144109068,1
-8.160714703088956,-4.47956559000007,-4.719920426540626,-1.3562499999998197,0.9507511731506616,4.248758618343599,3.8814642680433136,10.329151763836766,1
-8.558708229426658,-3.0177463842105983,4.533579303482381,-2.5461346633413746,1.336791381891533,2.5155314739011634,5.946712660788946,5.712292996008941,1
-8.53163153846253,-4.8224135040649365,5.0121684143216525,-0.46289473684191823,1.1443138911198212,3.222932977429972,4.868185456607157,12.263977198172768,1
-10.371487142857404,1.851200180851,1.4432825118485677,-3.7693069306930043,1.2593756062109436,15.25389943677392,5.525117453047143,20.804839384278385,1
-6.52539650793528,-4.1642436757679135,5.530543259493699,-5.097666666667353,1.3507081951124418,2.687948396169757,2.60859986349326,9.066408352970225,1
-8.844783699060143,-17.42655914429526,-2.1095880624997085,-5.132484076432888,0.9032786829289788,5.189207487259135,8.815318194289759,11.465209029551232,1
-11.766507008086588,-0.3538477971429034,1.5779174731180752,-2.4475675675671495,1.0347798262109669,4.4670268278563,5.220216678300104,14.26079231038047,1
-9.427242758621558,-27.009951369565194,4.550562477064201,-0.8203579418346861,1.8358251834089587,4.204568917045398,6.692014403185363,9.156438684228544,1
-11.73409713114847,-12.768315434977405,-1.020299877550769,-1.8110576923077104,0.7567179652466073,5.639291149651755,5.085815054054085,18.30065923251488,1
-13.795378538813564,-4.373411580808105,8.94918204545422,-6.0921296296293095,1.6410686068174198,3.2295744041785426,3.699858245248374,11.843046555810052,1
-9.023479403794454,-1.9025439827586896,8.041259108108083,-0.27706666666676777,1.4754946604188104,2.136197316170675,4.343941280793329,14.517246130807257,1
-9.408794255874907,-3.1402335069252287,-6.133670026042183,-2.7899224806200236,1.8584346210898453,2.163394122713253,4.6789550356177205,9.091721836529704,1
-6.913520209973971,-15.087592069444442,-5.9509148429327725,-4.110659898477478,1.3498239445868192,4.4463459824752505,11.141399778392472,10.493166954911844,1
-9.965017841409006,-8.341776200923706,0.38466795604370013,-2.664210526316194,1.5887530171785038,2.13119662589118,5.224903193784864,15.562268524961157,1
-10.75175701754415,17.952256234374925,5.146827836256877,1.5820895522382452,1.312981652326816,4.086206363187017,7.726003311869777,11.669119970649206,1
-12.139939275765988,-10.243965801775134,3.756084527778282,-1.5879551820732987,0.8773385207158714,1.920800277635588,3.8142157661823775,28.45491200892097,0
-8.689995250659877,6.998910902234555,3.5975506578948857,-2.8759162303661,0.6529394904920475,2.6981022888962563,6.492532957236891,7.535420894413936,1
-7.359641586537465,-5.204000342639333,5.753416426858165,-1.9072599531612007,1.0068400038869458,2.438090665117267,5.718870415723641,9.807725169027815,1
-8.698169113923994,-2.7524820536192873,-0.8434741518988187,-4.3587064676617056,1.2505755817872102,1.4283312754510744,7.677232673074474,8.33002479202181,1
-10.891493947368417,-3.594644292479027,10.029500314960273,-1.122166246851069,1.6859049489332567,1.8562470411515004,5.096302500039196,11.058746359942011,1
-8.492194444445204,-2.204000093333249,10.989518463475752,0.5314903846150417,1.3204549111891024,1.4247421604980155,6.205599491229648,15.517150828082231,1
-7.695065591398816,-4.434074612535633,5.353207908846688,0.1436031331591045,0.923672852948764,1.9872440491096008,5.098971243502231,12.535867058151757,1
-9.504115555556382,-33.600541672355035,2.8843038607597027,3.098591549295632,1.478422280360194,4.390135011266663,8.540062417822334,10.38351837478718,1
-8.238036309522158,-3.5029419968252973,5.575836201781047,-2.102976190476283,1.0926099994198362,2.597339812867653,5.599295916286604,9.185900458599216,1
-12.179490078327945,-1.5715085706372134,8.24011351562581,-4.3044502617802864,1.1925306538957745,2.821466703230864,3.1969503025090726,9.407123345864289,1
-11.783459277108253,-17.58912328426378,6.108349182692108,-2.822558139535092,1.7096545467630448,2.4852501260486646,4.543628466172724,9.38823486141552,1
-8.83038947368459,-3.1977761183878712,5.571457159903732,-1.9101616628175855,1.7301006098491596,3.667251679325549,6.015189445361469,10.327107812006457,1
-7.966017460317974,-22.966466241573077,1.2380328571427985,0.7520435967302305,0.7223363718752692,3.1484560754643365,3.625212238201719,13.98205094198802,1
-10.820388942308,0.6250285532994181,6.48993961630629,-2.411872146118755,1.167136455144553,2.54654565852468,6.2686957793227185,9.197932593381308,1
-4.1407504629623855,-6.581472688564397,0.28542517320966165,-3.841137855579975,2.479783870534217,2.495071810757008,5.798566084156004,7.600228904699165,1
-10.359309130434665,1.8603185091324907,15.157054772234689,-0.5618143459917044,1.026101532734259,1.8165262512106952,11.527642648487426,13.642831357206475,1
